Ticker,Entry Z,Window,Strategy Return,Buy Hold Return,Outperformance,Sharpe,Sortino,Profit Factor,Max Drawdown,Trades,Closed Trades,Win Rate,Avg Trade Return,Exposure Time,Return Per Exposure,Score
QQQ,-2.0,20,0.10220572869506883,0.4671726438786603,-0.3649669151835915,0.2761381321776974,0.19268724888657873,1.0989642142890708,-0.1593982083428246,14,14,0.7142857142857143,0.008758110477975136,0.21885913853317812,0.46699319653757515,0.5973657246418088
SPY,-1.0,50,0.07554975065308667,0.4158622458496568,-0.34031249519657014,0.24771768393757365,0.19465768639146688,1.0800391081747962,-0.16824400638020265,10,10,0.7,0.008937970112622673,0.255729794933655,0.29542803439343795,0.40666186893040823
META,-1.5,10,0.1849679438184435,0.8037218787614215,-0.618753934942978,0.3211950165085566,0.2640353600037175,1.116001354299199,-0.25667452110187505,29,29,0.6896551724137931,0.008470014626766097,0.26927502876869963,0.6869108682830232,0.3781542088908225
QQQ,-1.0,50,0.08422534824642369,0.42605784967427507,-0.3418325014278514,0.23095106255145512,0.19295174017514008,1.0702738163137202,-0.24178434676471017,11,11,0.7272727272727273,0.009424459756621185,0.28950542822677927,0.2909283904011885,0.287901360137256
AMZN,-1.5,10,0.047320749717226995,0.20858071776391052,-0.16125996804668352,0.17044916441524494,0.12061015985981552,1.059864489638606,-0.31867789165875293,35,35,0.6857142857142857,0.0037924925291152847,0.2669735327963176,0.17724884269082009,0.26252562603865703
MSFT,-1.5,10,0.12467108015984674,0.7107288826605311,-0.5860578025006844,0.30160357518592457,0.24547528781223635,1.1005289631295145,-0.18474015728838455,33,33,0.696969696969697,0.005085169967783847,0.26582278481012656,0.46900073012513777,0.23595964680184855
MSFT,-1.0,10,0.12903551860176132,0.7107288826605311,-0.5816933640587698,0.2918309181532494,0.2693575377316841,1.0888893863596973,-0.17991779386707063,44,44,0.6818181818181818,0.0042806984850927285,0.3245109321058688,0.39763072930826454,0.17956792795176146
GOOGL,-2.0,20,0.06201672281542292,0.3724898775852583,-0.3104731547698354,0.1898109306617192,0.14301430467562204,1.063552033378813,-0.28418788300637154,14,14,0.7142857142857143,0.006723711767410656,0.23632130384167638,0.2624254428494989,0.14581542464722025
SPY,-1.5,20,0.058877626656050674,0.4591160700990746,-0.40023844344302395,0.20548645156372408,0.16323558454550516,1.0661925386239455,-0.12488760524236397,17,17,0.7647058823529411,0.004654929809899729,0.2572759022118743,0.2288501416178621,0.1442422718183899
META,-2.0,10,0.1015500898112105,0.8037218787614215,-0.702171788950211,0.2401991959929059,0.1583896600349175,1.1180059096389678,-0.23281525883964893,15,15,0.7333333333333333,0.008966719851430065,0.1380897583429229,0.7353919003828494,0.01652259307324966
SPY,-1.0,20,0.035570803831861175,0.4591160700990746,-0.42354526626721345,0.1460446115824911,0.119576254419808,1.0444185214507866,-0.17198636873871975,21,21,0.7142857142857143,0.002995159141032713,0.27823050058207216,0.12784652925342574,-0.218460264072234
SPY,-1.5,10,0.04047086195568972,0.5252290274454612,-0.48475816548977146,0.16456705580349387,0.1263586827481959,1.0536973071070994,-0.14383305911860989,30,30,0.6333333333333333,0.0018750481428728113,0.24971231300345226,0.16206994949075743,-0.2323623194754369
AMD,-2.0,20,0.05575862769966666,0.5001056191821842,-0.44434699148251755,0.18930967257361608,0.11232006539800064,1.0727023224159133,-0.42776286859338974,13,13,0.6923076923076923,0.011420949435756734,0.21187427240977882,0.26316846809897615,-0.29417339231023754
TSLA,-1.5,20,0.06986374885137159,0.5779495869304876,-0.508085838079116,0.24116895422812087,0.20962067106469917,1.0754913212710955,-0.5055984052613609,21,21,0.6190476190476191,0.009045224012951433,0.3189755529685681,0.21902540242090582,-0.34191326915997233
AMD,-2.0,10,0.04214010716028649,0.6782043118470997,-0.6360642046868132,0.15519681470556265,0.06953846821651695,1.082105650787318,-0.15872918531276614,11,11,0.5454545454545454,0.006066336792970023,0.1047180667433832,0.4024148694757028,-0.3779842148862181
